CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,Sample Name,Whole Exome Sequencing (WES),Copy Number Alterations (CNA),Gene Expression,Methylation,"Drug Response","GDSC Tissue descriptor 1","GDSC Tissue descriptor 2","Cancer Type (matching TCGA label)","Microsatellite  instability Status (MSI)",Screen Medium,Growth Properties,Drug Name,Synonyms,Target,Target Pathway
HSC-3,907061,133,133_907061,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.963690594,0.997794357,0.904122345,0.45569678,0.460901731,0.418470901,0.236558503,0.047726129,0.017056693,HSC-3,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Doxorubicin,"Doxil, Rubex, Adriamycin, Adriablastin, Doxorubicine",Anthracycline,DNA replication
KE-37,907277,179,179_907277,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.012975084,0.943932385,0.897451422,0.786600854,0.730737251,0.529355045,0.219391116,0.15256345,0.120435064,KE-37,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,5-Fluorouracil,5-FU,Antimetabolite (DNA & RNA),Other
HSC-3,907061,328,328_907061,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.992048267,0.944653075,0.913368094,0.674818728,0.359581762,0.218887235,0.162985813,0.177681187,0.1520985759999999,HSC-3,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,SNX-2112,SNX 2112,HSP90,Protein stability and degradation
KYSE-220,1240167,170,170_1240167,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.994010096,0.935098705,0.982474798,1.047247847,0.955197107,1.012918718,0.01298788,0.011256607,0.009881818,KYSE-220,Y,Y,Y,Y,Y,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Shikonin,Anchusin,not defined,Other
SAS,909708,276,276_909708,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.02882355,0.950198738,0.964754398,0.7532746309999999,0.6060430720000001,0.255838036,0.077494946,0.0079849869999999,0.00827397,SAS,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
BE-13,906763,165,165_906763,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.001232494,0.945242172,0.851714889,0.6934711929999999,0.337626954,0.0977872769999999,0.006234739,0.004841014,0.003199995,BE-13,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,DMOG,Dimethyloxalylglcine,HIF-PH,Metabolism
NCI-H2030,722045,274,274_722045,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.004596463,0.969258593,0.8980039479999999,0.70523827,0.628445839,0.261041616,0.129355395,0.06785346,0.091514683,NCI-H2030,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Belinostat,"PXD101, PXD-101",HDAC1,Chromatin histone acetylation
H2595,1240132,170,170_1240132,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.046360367,0.8675735109999999,1.049628496,1.133429791,0.926064959,0.780649336,0.641334222,0.0458689279999999,0.021430582,H2595,Y,Y,Y,Y,Y,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Shikonin,Anchusin,not defined,Other
DMS-79,753551,274,274_753551,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.011167549,0.938491251,0.912381826,0.719310332,0.3807592829999999,0.101016349,0.046067125,0.03655626,0.029383927,DMS-79,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,,R,Suspension,Belinostat,"PXD101, PXD-101",HDAC1,Chromatin histone acetylation
DMS-79,753551,200,200_753551,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.952828624,0.952910934,0.959357913,0.899429617,0.72251737,0.391955912,0.120195094,0.067115041,0.039112972,DMS-79,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,,R,Suspension,Dacinostat,"NVP-LAQ824, LAQ824",HDAC1,Chromatin histone acetylation
NCI-H1568,1298348,170,170_1298348,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.973537026,0.921401062,0.693647419,0.160165362,0.054272095,0.0312107729999999,0.030150404,0.019649327,0.018390566,NCI-H1568,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Shikonin,Anchusin,not defined,Other
SU-DHL-5,1331036,208,208_1331036,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.958179779,1.088776154,1.065000949,1.047568743,0.614348152,0.188956906,0.005080909,0.000882221,0.0002147859999999,SU-DHL-5,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Ispinesib Mesylate,SB-715992,KSP,Mitosis
NTERA-S-cl-D1,908454,173,173_908454,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.994056262,0.875284087,0.833867782,0.705962843,0.333301299,0.108002932,0.030252736,0.082291476,0.050677315,NTERA-2 cl.D1,Y,Y,Y,Y,Y,urogenital_system,testis,,MSS/MSI-L,D/F12,Adherent,FH535,-,"PPARgamma, PPARdelta",WNT signaling
U-118-MG,687588,170,170_687588,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.036679987,0.6870408790000001,0.905906938,0.649303252,0.868656249,0.090226404,0.072940136,0.056889472,0.073816623,U-118-MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Shikonin,Anchusin,not defined,Other
NTERA-S-cl-D1,908454,276,276_908454,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.954648529,0.745755762,0.902336877,0.657290401,0.4415979339999999,0.300335935,0.10523062,0.023248231,0.013390154,NTERA-2 cl.D1,Y,Y,Y,Y,Y,urogenital_system,testis,,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
NOMO-1,908451,190,190_908451,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.989470414,1.00247828,0.933505487,0.822448574,0.5715695129999999,0.210668522,0.091647983,0.0328355429999999,0.029349007,NOMO-1,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Bleomycin,-,dsDNA break induction,DNA replication
NTERA-S-cl-D1,908454,308,308_908454,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.956625839,0.903960701,0.924364363,0.819912825,0.753267543,0.541201527,0.059170475,0.01321149,0.0139103689999999,NTERA-2 cl.D1,Y,Y,Y,Y,Y,urogenital_system,testis,,MSS/MSI-L,D/F12,Adherent,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
KYM-1,1240166,269,269_1240166,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.995278183,1.036112472,1.011449628,1.003759472,1.048095721,0.236463825,0.01598318,0.0120313119999999,0.0017756629999999,KYM-1,Y,Y,Y,Y,Y,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,NSC-207895,"XI-006, NSC207895",MDM4,p53 pathway
NB4,1323913,140,140_1323913,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.952367544,0.920074914,0.653368044,0.148567179,0.042899132,0.033151299,0.032534093,0.029818722,0.0301491279999999,NB-4,Y,Y,Y,N,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Vinorelbine,"vinorelbine tartrate, Navelbine, Exelbine",Microtubule destabiliser,Mitosis
SK-OV-3,905959,346,346_905959,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.957936186,0.851548436,0.4016683889999999,0.34977333,0.280798788,0.309486023,0.241519432,0.2292589119999999,0.1886912989999999,SK-OV-3,Y,Y,Y,Y,Y,urogenital_system,ovary,OV,MSI-H,R,Adherent,THZ-2-102-1,-,CDK7,Cell cycle
BL-41,910706,88,88_910706,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.991637972,0.969802605,0.873311897,0.874337122,0.687056963,0.4516189679999999,0.221412682,0.068842949,0.0277005489999999,BL-41,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Entinostat,MS-275,"HDAC1, HDAC3",Chromatin histone acetylation
SU-DHL-8,1331038,170,170_1331038,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.009925051,1.074402254,0.929116942,0.229141626,0.031142499,0.0066487609999999,0.013611408,0.011942155,0.00478035,SU-DHL-8,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Shikonin,Anchusin,not defined,Other
D-566MG,946377,308,308_946377,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.979457898,1.018613253,0.8844333609999999,0.735258124,0.7098506109999999,0.476312843,0.123210706,0.009186664,0.00914615,D-566MG,Y,Y,Y,Y,Y,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,WIKI4,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling
NCI-H1688,1298349,196,196_1298349,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972596148,0.980508455,0.951055943,0.784889462,0.7000404709999999,0.672021447,0.574075947,0.172652042,0.127059295,NCI-H1688,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,Phenformin,DBI,Biguanide agent,Other
WSU-NHL,909785,276,276_909785,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.030695678,1.00316886,1.038062888,0.985705451,0.605168142,0.067208408,0.029858291,0.015574471,0.015365037,WSU-NHL,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,,MSI-H,R,Suspension,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
CAL-29,1290730,276,276_1290730,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.999045873,0.924546747,1.019541302,0.898079768,0.7809586390000001,0.353385382,0.115711858,0.068350044,0.033051429,CAL-29,Y,Y,Y,Y,Y,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
HCC-15,1240143,170,170_1240143,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.993572914,0.906912555,0.943352922,0.89087572,0.85461262,0.3626971979999999,0.059362305,0.0239057739999999,0.029563574,HCC-15,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,Shikonin,Anchusin,not defined,Other
NCI-H810,925341,245,245_925341,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.008748435,1.0065751,1.024812211,0.989411588,0.833116471,0.739311253,0.127687484,0.007983197,0.002719747,NCI-H810,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,UNC0638,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation
Farage,1297449,173,173_1297449,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.972927501,1.017753634,1.009525993,0.901383534,0.989440816,0.862793185,0.316607025,0.06447056,0.05569441,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,FH535,-,"PPARgamma, PPARdelta",WNT signaling
ChaGo-K-1,687596,170,170_687596,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.023804691,0.858619378,0.86819918,0.878031179,0.269229609,0.017544428,0.015791935,0.016007315,0.017619903,ChaGo-K-1,Y,Y,Y,Y,Y,lung_NSCLC,lung_NSCLC_not specified,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,Shikonin,Anchusin,not defined,Other
Farage,1297449,159,159_1297449,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.031853462,0.99475743,0.976443877,0.933150027,0.650887573,0.290692554,0.097676865,0.032267164,0.049386592,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,HG6-64-1,KIN001-206,BRAF,ERK MAPK signaling
Farage,1297449,53,53_1297449,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.983057107,0.943697582,0.956250919,0.970323862,0.7920200070000001,0.497590354,0.091932576,0.014078128,0.012537563,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,CGP-60474,"KIN001-019, CGP60474, CGP 60474","CDK1,CDK2,CDK5,CDK7,CDK9, PKC",Cell cycle
DMS-273,687985,200,200_687985,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.998975502,0.999782107,0.7112184890000001,0.305761644,0.875993757,0.036198218,0.033133719,0.02496872,0.014391402,DMS-273,Y,Y,Y,Y,Y,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,Dacinostat,"NVP-LAQ824, LAQ824",HDAC1,Chromatin histone acetylation
Farage,1297449,60,60_1297449,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.004366516,1.039787294,0.983715603,0.992412287,1.038356769,0.839487587,0.260165117,0.127683476,0.123751715,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,BI-2536,-,"PLK1, PLK2, PLK3",Cell cycle
Farage,1297449,87,87_1297449,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.016446505,1.004431143,0.999926473,1.084074184,0.843431575,0.301154288,0.09662414,0.118544884,0.112436769,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,GW843682X,GW843682X (AN-13),PLK1,Cell cycle
Farage,1297449,178,178_1297449,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.967401223,1.036865348,0.974885661,0.920806007,0.667662381,0.3323509289999999,0.178408873,0.0874517919999999,0.048691088,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,BAY-61-3606,"Syk Inhibitor, BAY-613606",SYK,"Other, kinases"
Farage,1297449,194,194_1297449,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.0496195940000002,1.093410486,1.015203908,0.974872557,0.684997524,0.048161299,0.024698951,0.018051317,0.018551153,Farage,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation
RL95-2,930082,86,86_930082,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.049196245,0.8421747629999999,0.649245007,0.345971132,0.203926791,0.097659911,0.035922389,0.005737274,0.010713722,RL95-2,Y,Y,Y,N,Y,urogenital_system,endometrium,,MSI-H,D/F12,Adherent,A-443654,KIN001-139,"AKT1, AKT2, AKT3",PI3K/MTOR signaling
QIMR-WIL,910545,41,41_910545,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.049386446,1.0049892,1.04375457,1.014453964,0.988011732,0.543099617,0.171056335,0.0985163819999999,0.114543585,QIMR-WIL,Y,Y,Y,Y,Y,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,S-Trityl-L-cysteine,"NSC 83265, Tritylcysteine",KIF11,Mitosis
SU-DHL-8,1331038,235,235_1331038,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.997002462,0.8832187029999999,0.484126607,0.014803566,0.019441827,0.012188445,0.01406847,0.0121494139999999,0.015941989,SU-DHL-8,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,QL-XII-47,-,"BTK, BMX","Other, kinases"
BICR31,1290725,194,194_1290725,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.994537831,0.964324867,0.936881135,0.7183061340000001,0.091026917,0.0305388479999999,0.033840174,0.037102662,0.0393087239999999,BICR31,Y,Y,Y,Y,Y,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation
KMS-11,1659817,276,276_1659817,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.994780057,0.981579128,0.753787503,0.478667633,0.161262763,0.063167234,0.063134774,0.048056296,0.027092325,KMS-11,Y,Y,Y,N,Y,myeloma,myeloma,MM,,R,Suspension,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
HuCCT1,907069,200,200_907069,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.982312247,0.743789435,0.61023677,0.4621160589999999,0.264648137,0.137930422,0.093254703,0.0690442929999999,0.040478721,HuCCT1,Y,Y,Y,Y,Y,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,Dacinostat,"NVP-LAQ824, LAQ824",HDAC1,Chromatin histone acetylation
MDA-MB-436,1240172,182,182_1240172,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.018390472,1.04327038,0.896674036,0.6471256670000001,0.4251007429999999,0.406840804,0.133013444,0.026297656,-0.0032832459999999,MDA-MB-436,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Obatoclax Mesylate,"GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation
SCC90,1299052,170,170_1299052,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.967935984,0.8910308229999999,0.913787462,1.196241786,1.172243996,1.5327059930000002,1.323149497,0.10052974,0.074848473,SCC90,Y,Y,Y,N,Y,aero_dig_tract,head and neck,HNSC,,R,Adherent,Shikonin,Anchusin,not defined,Other
MDA-MB-436,1240172,344,344_1240172,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.003551308,1.041440829,1.034299163,0.860847468,0.521242976,0.418269183,0.294909347,0.006787126,0.005180907,MDA-MB-436,Y,Y,Y,Y,Y,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,THZ-2-49,-,CDK9,Cell cycle
JiyoyeP-2003,907268,104,104_907268,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.001134158,0.999082796,1.011285132,0.97547715,0.970326699,0.790637688,0.110058483,0.0080548559999999,0.004347237,JiyoyeP-2003,Y,Y,Y,Y,Y,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Bortezomib,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation
P30-OHK,909252,276,276_909252,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.992812624,0.7417839159999999,0.371006593,0.043056559,0.01106368,0.011349975,0.007067993,0.006236492,0.0113325489999999,P30-OHK,Y,Y,Y,Y,Y,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,CAY10603,-,"HDAC1, HDAC6",Chromatin histone acetylation
SUIT-2,1240219,190,190_1240219,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.974868167,0.8668012909999999,0.513756827,0.1796710869999999,0.162999772,0.142538696,0.129746392,0.057669855,0.042477754,SUIT-2,Y,Y,Y,Y,Y,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Bleomycin,-,dsDNA break induction,DNA replication
VMRC-MELG,930301,344,344_930301,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.024407818,1.135568503,1.100245352,1.046532869,0.925488225,0.71520793,0.131918979,0.021546056,0.020102851,VMRC-MELG,Y,Y,N,N,Y,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,THZ-2-49,-,CDK9,Cell cycle
RPMI-8402,909702,164,164_909702,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.995647449,0.974817931,0.8887461959999999,0.7546979229999999,0.470912754,0.229544226,0.212012613,0.0655798059999999,0.0500736279999999,RPMI-8402,Y,Y,Y,Y,Y,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,JQ12,-,"HDAC1, HDAC2",Chromatin histone acetylation
EW-7,949160,194,194_949160,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.048702979,0.870546752,1.076193489,0.836096398,0.141946234,0.026544899,0.01940294,0.015951541,0.023497224,EW-7,Y,Y,Y,Y,Y,bone,ewings_sarcoma,,MSS/MSI-L,R,Semi-Adherent,Luminespib,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation
SU-DHL-8,1331038,104,104_1331038,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.024491347,0.999185758,1.035873085,0.804844032,0.040914705,0.009494561,0.016191683,0.018815646,0.019003415,SU-DHL-8,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Bortezomib,"PS-341, LDP-341, Velcade",Proteasome,Protein stability and degradation
JVM-3,907270,273,273_907270,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.005459305,1.0193693190000002,0.9103192,0.84235209,0.593323199,0.168848103,0.023014996,0.011811298,0.0140018989999999,JVM-3,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,CUDC-101,CUDC 101,"HDAC1-10, EGFR, ERBB2",Other
JVM-3,907270,245,245_907270,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.976854958,1.027407092,0.958736841,0.94691118,0.977436332,0.72607478,0.234481357,0.014672807,0.001520848,JVM-3,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,UNC0638,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation
JVM-3,907270,274,274_907270,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,0.962139136,0.877480487,0.6741963470000001,0.251975122,0.052422762,0.017922298,0.015866595,0.01305045,0.009840355,JVM-3,Y,Y,Y,Y,Y,lymphoma,lymphoid_neoplasm other,CLL,MSS/MSI-L,R,Suspension,Belinostat,"PXD101, PXD-101",HDAC1,Chromatin histone acetylation
DOHH-2,906842,165,165_906842,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.5555555560000001,0.666666667,0.7777777779999999,0.8888888890000001,1.0,1,1.026348503,0.96182206,0.901544147,0.8483270820000001,0.50966388,0.153402795,0.070703459,0.056886259,0.020678999,DOHH-2,Y,Y,Y,Y,Y,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,DMOG,Dimethyloxalylglcine,HIF-PH,Metabolism
